Estado;Bacia;Nome Poço ANP;Nome Poço Operador;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia) Assoc;Gás Natural (Mm³/dia) N Assoc;Gás Natural (Mm³/dia) Total;Volume Gás Royalties (m³/mês);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados|Lev|Cort;Fração de Destilados|Lev|Vol;Fração de Destilados|Méd|Corte;Fração de Destilados|Méd|Vol;Fração de Destilados|Pes|Corte;Fração de Destilados|Pes|Vol;% em Volumes Metano;% em Volumes Etano;% em Volumes Propano;% em Volumes Iso-Butano;% em Volumes Butano;% em Volumes Iso-Pentano;% em Volumes n-Pentano;% em Volumes Hexanos;% em Volumes Heptanos;% em Volumes Octanos;% em Volumes Nonanos;% em Volumes Decanos;% em Volumes Undecanos;% em Volumes Oxigênio;% em Volumes Nitrogênio;% em Volumes Gás Carbônico;Densidade GLP Gás;Densidade GLP Líquido;PCS GP(kJ/m³);Data de atualização
Rio de Janeiro;Santos;9-BUZ-7-RJS;9BUZ7RJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;12660,7163;0;12660,7163;522,0675;0;522,0675;4238,84;0,3825;Petrobras 74 (P-74);UEP;497;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;3-BRSA-1184-RJS;3RJS723;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;19426,4702;0;19426,4702;731,9952;0;731,9952;5943,313;1,9427;Petrobras 77;UEP;544;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-14DA-RJS;7BUZ14DARJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;25939,1906;0;25939,1906;1153,7939;0;1153,7939;9368,038;0;Petrobras 74 (P-74);UEP;524;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;9-BUZ-3-RJS;9BUZ3RJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;25450,3829;0;25450,3829;1377,2288;0;1377,2288;11182,181;0;Petrobras 75 (P-75);UEP;503;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-17-RJS;7BUZ17RJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;20385,7064;0;20385,7064;800,9175;0;800,9175;6502,917;0;Petrobras 74 (P-74);UEP;528;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-10-RJS;7BUZ10RJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;33057,5744;0;33057,5744;1482,5377;0;1482,5377;12037,219;0;Petrobras 75 (P-75);UEP;501;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;9-BRSA-1191-RJS;9RJS708;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;13254,5566;0;13254,5566;697,1191;0;697,1191;5660,142;0;Petrobras 74 (P-74);UEP;481;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-12-RJS;7BUZ12RJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;35091,1261;0;35091,1261;1326,3261;0;1326,3261;10768,885;3,5095;Petrobras 77;UEP;533;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;9-BUZ-1-RJS;9BUZ1RJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;19908,7472;0;19908,7472;747,5835;0;747,5835;6069,88;7,9668;Petrobras 76;UEP;533;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Campos;7-MLL-73D-RJS;7MLL73DRJS;MARLIM LESTE;Petrobras;480000039009703;2023/07;8130,9254;0;8130,9254;160,5431;0;160,5431;4086,884;1204,2359;PETROBRAS 53;UEP;741;2015/07;Marlim Leste;24,7;< 290ºC;32.18%;290ºC a 380ºC;14.2%;> 380ºC;53.62%;68,71;11,32;9,4;1,61;3,51;0,86;1,1;0,78;0,45;0,14;0,02;0,01;0;0,01;0,98;1,1;2,04333;533,22916;40777,9013;04/09/2023 02:36
Rio de Janeiro;Campos;7-MLL-77D-RJS;7MLL77DRJS;MARLIM LESTE;Petrobras;480000039009703;2023/07;3118,5446;0;3118,5446;56,7595;0;56,7595;1444,905;1241,227;FPSO CIDADE DE NITEROI;UEP;717;2015/07;Marlim Leste;24,7;< 290ºC;32.18%;290ºC a 380ºC;14.2%;> 380ºC;53.62%;68,71;11,32;9,4;1,61;3,51;0,86;1,1;0,78;0,45;0,14;0,02;0,01;0;0,01;0,98;1,1;2,04333;533,22916;40777,9013;04/09/2023 02:36
Rio de Janeiro;Santos;9-BRSA-1254-RJS;9RJS733;SÉPIA LESTE;Petrobras;48610012913201005;2023/07;6022,7879;0;6022,7879;175,071;0;175,071;518,474;0,7862;FPSO Carioca (MV-30);UEP;447;2023/02;SEPIA;27,4;< 270ºC;30.78%;270ºC a 458ºC;25.82%;> 458ºC;43.4%;56,4;9,03;6,222;0,836;1,601;0,281;0,341;0,259;0,016;0,003;0;0;0;0,079;1,683;23,249;2,00036;528,0935;30198,2427;04/09/2023 02:36
Rio de Janeiro;Santos;3-BRSA-1201-RJS;3RJS721;SÉPIA LESTE;Petrobras;48610012913201005;2023/07;5587,866;0;5587,866;162,723;0;162,723;481,905;1,0967;FPSO Carioca (MV-30);UEP;449;2023/02;SEPIA;27,4;< 270ºC;30.78%;270ºC a 458ºC;25.82%;> 458ºC;43.4%;56,4;9,03;6,222;0,836;1,601;0,281;0,341;0,259;0,016;0,003;0;0;0;0,079;1,683;23,249;2,00036;528,0935;30198,2427;04/09/2023 02:36
Rio de Janeiro;Santos;1-BRSA-976-RJS;1RJS691;SÉPIA LESTE;Petrobras;48610012913201005;2023/07;4242,3685;0;4242,3685;215,1335;0;215,1335;637,119;1,2492;FPSO Carioca (MV-30);UEP;449;2023/02;SEPIA;27,4;< 270ºC;30.78%;270ºC a 458ºC;25.82%;> 458ºC;43.4%;56,4;9,03;6,222;0,836;1,601;0,281;0,341;0,259;0,016;0,003;0;0;0;0,079;1,683;23,249;2,00036;528,0935;30198,2427;04/09/2023 02:36
Rio de Janeiro;Santos;7-SEP-6-RJS;7SEP6RJS;SÉPIA LESTE;Petrobras;48610012913201005;2023/07;4074,9398;0;4074,9398;118,6027;0;118,6027;351,243;0,7996;FPSO Carioca (MV-30);UEP;449;2023/02;SEPIA;27,4;< 270ºC;30.78%;270ºC a 458ºC;25.82%;> 458ºC;43.4%;56,4;9,03;6,222;0,836;1,601;0,281;0,341;0,259;0,016;0,003;0;0;0;0,079;1,683;23,249;2,00036;528,0935;30198,2427;04/09/2023 02:36
Espírito Santo;Campos;6-BRSA-639-ESS;6BFR1ESS;JUBARTE;Petrobras;480000035609749;2023/07;4837,2246;0;4837,2246;167,2814;0;167,2814;5181,095;4258,0431;PETROBRAS 58;UEP;720;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;04/09/2023 02:36
Espírito Santo;Campos;7-BAZ-4-ESS;7BAZ4ESS;JUBARTE;Petrobras;480000035609749;2023/07;2070,1211;0;2070,1211;66,7575;0;66,7575;2067,635;6184,7535;FPSO CIDADE DE ANCHIETA;UEP;720;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;04/09/2023 02:36
Espírito Santo;Campos;8-JUB-39-ESS;8JUB39ESS;JUBARTE;Petrobras;480000035609749;2023/07;3402,6839;0;3402,6839;113,2567;0;113,2567;3507,826;2176,2968;PETROBRAS 58;UEP;698;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;04/09/2023 02:36
Espírito Santo;Campos;7-BFR-7-ESS;7BFR7ESS;JUBARTE;Petrobras;480000035609749;2023/07;5047,1582;0;5047,1582;211,5885;0;211,5885;6553,393;3083,7754;PETROBRAS 58;UEP;737;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-30-RJS;7BUZ30RJS;TAMBUATÁ;Petrobras;48610012913201005;2023/07;259,5421;0;259,5421;9,2933;0;9,2933;75,455;0;Petrobras 77;UEP;543;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;9-BRSA-1191-RJS;9RJS708;TAMBUATÁ;Petrobras;48610012913201005;2023/07;115,7968;0;115,7968;6,0903;0;6,0903;49,449;0;Petrobras 74 (P-74);UEP;481;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-25-RJS;7BUZ25RJS;TAMBUATÁ;Petrobras;48610012913201005;2023/07;305,533;0;305,533;11,3246;0;11,3246;91,948;0;Petrobras 74 (P-74);UEP;536;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-24D-RJS;7BUZ24DRJS;TAMBUATÁ;Petrobras;48610012913201005;2023/07;237,2794;0;237,2794;10,1495;0;10,1495;82,406;0;Petrobras 76;UEP;531;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-33-RJS;7BUZ33RJS;TAMBUATÁ;Petrobras;48610012913201005;2023/07;241,3769;0;241,3769;9,0005;0;9,0005;73,077;0,7168;FPSO Almirante Barroso;UEP;544;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-31D-RJS;7BUZ31DRJS;TAMBUATÁ;Petrobras;48610012913201005;2023/07;78,0093;0;78,0093;4,4135;0;4,4135;35,834;0,0014;Petrobras 76;UEP;522;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-17-RJS;7BUZ17RJS;TAMBUATÁ;Petrobras;48610012913201005;2023/07;178,0972;0;178,0972;6,9971;0;6,9971;56,812;0;Petrobras 74 (P-74);UEP;528;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;9-BUZ-3-RJS;9BUZ3RJS;TAMBUATÁ;Petrobras;48610012913201005;2023/07;222,3442;0;222,3442;12,032;0;12,032;97,691;0;Petrobras 75 (P-75);UEP;503;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-25-RJS;7BUZ25RJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;34972,4896;0;34972,4896;1296,2573;0;1296,2573;10524,745;0;Petrobras 74 (P-74);UEP;536;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-29D-RJS;7BUZ29DRJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;20455,0517;0;20455,0517;992,6991;0;992,6991;8060,055;0;Petrobras 75 (P-75);UEP;495;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-30-RJS;7BUZ30RJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;29708,1915;0;29708,1915;1063,7465;0;1063,7465;8636,912;0;Petrobras 77;UEP;543;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;3-BRSA-1064-RJS;3RJS700;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;19041,012;0;19041,012;818,0077;0;818,0077;6641,678;0;Petrobras 76;UEP;530;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-33-RJS;7BUZ33RJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;27628,9469;0;27628,9469;1030,2255;0;1030,2255;8364,745;82,0347;FPSO Almirante Barroso;UEP;544;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-18-RJS;7BUZ18RJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;32432,1964;0;32432,1964;1171,0078;0;1171,0078;9507,803;0;Petrobras 76;UEP;528;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-36DA-RJS;7BUZ36DARJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;7383,2034;0;7383,2034;484,9213;0;484,9213;3937,238;0;Petrobras 77;UEP;544;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-31D-RJS;7BUZ31DRJS;BÚZIOS_ECO;Petrobras;48610012913201005;2023/07;8929,2354;0;8929,2354;505,1814;0;505,1814;4101,736;0,166;Petrobras 76;UEP;522;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-MRO-10B-RJS;7MRO10BRJS;MERO;Petrobras;48610011150201310;2023/07;45121,661;0;45121,661;2884,1074;0;2884,1074;8559,155;45,1669;FPSO GUANABARA;UEP;708;2023/02;MERO;29,6;< 270ºC;32.92%;270ºC a 458ºC;27.68%;> 458ºC;39.4%;43,434;6,89;4,223;0,578;1,338;0,285;0,31;0,119;0,019;0,003;0;0;0;2,592;40,14;0,069;2,01851;530,27077;22539,3063;04/09/2023 02:36
Rio de Janeiro;Santos;3-BRSA-1064-RJS;3RJS700;BÚZIOS;Petrobras;48610012913201005;2023/07;6732,0573;0;6732,0573;289,2113;0;289,2113;2348,202;0;Petrobras 76;UEP;530;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
Rio de Janeiro;Santos;7-BUZ-14DA-RJS;7BUZ14DARJS;BÚZIOS;Petrobras;48610012913201005;2023/07;9170,9474;0;9170,9474;407,9304;0;407,9304;3312,122;0;Petrobras 74 (P-74);UEP;524;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;62,65;10,65;7,03;1,11;2,44;0,51;0,71;0,48;0,23;0,09;0,02;0,01;0;0,06;0,97;13,04;2,03297;531,99258;35185,7868;04/09/2023 02:36
