Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Santos;7-LL-114D-RJS;7LL114DRJS;TUPI;Petrobras;486100038862000;2023/03;2.954,3432;0,0000;2.954,3432;140,0068;0,0000;140,0068;2.344,00300;737,6389;FPSO CIDADE DE MANGARATIBA;UEP;735;2023/02;Tupi;30,7;< 270ºC;35.2%;270ºC a 458ºC;25.7%;> 458ºC;39.1%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio de Janeiro;Santos;7-LL-61-RJS;7LL61RJS;TUPI;Petrobras;486100038862000;2023/03;22.325,6595;0,0000;22.325,6595;798,8404;0,0000;798,8404;13.374,23900;216,4076;FPSO CIDADE DE MARICÁ;UEP;685;2023/02;Tupi;30,7;< 270ºC;35.2%;270ºC a 458ºC;25.7%;> 458ºC;39.1%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio de Janeiro;Santos;9-BRSA-908D-RJS;9RJS686D;TUPI;Petrobras;486100038862000;2023/03;2.627,9991;0,0000;2.627,9991;153,8738;0,0000;153,8738;2.576,16600;1.903,5690;FPSO CIDADE DE ANGRA DOS REIS;UEP;543;2023/02;Tupi;30,7;< 270ºC;35.2%;270ºC a 458ºC;25.7%;> 458ºC;39.1%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio de Janeiro;Santos;7-LL-66-RJS;7LL66RJS;TUPI;Petrobras;486100038862000;2023/03;20.790,9805;0,0000;20.790,9805;725,2525;0,0000;725,2525;12.142,22500;319,2381;FPSO CIDADE DE MARICÁ;UEP;685;2023/02;Tupi;30,7;< 270ºC;35.2%;270ºC a 458ºC;25.7%;> 458ºC;39.1%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio de Janeiro;Santos;1-BRSA-976-RJS;1RJS691;SÉPIA;Petrobras;48610012913201005;2023/03;9.816,4014;0,0000;9.816,4014;523,8106;0,0000;523,8106;1.565,39800;4,2556;FPSO Carioca (MV-30);UEP;449;2023/02;SEPIA;27,4;< 270ºC;30.78%;270ºC a 458ºC;25.82%;> 458ºC;43.4%;56,4;9,03;6,222;0,836;1,601;0,281;0,341;0,259;0,016;0,003;0;0;0;0,079;1,683;23,249;2,00036;528,0935;30198,2427;09/05/2023
Rio de Janeiro;Santos;3-BRSA-1201-RJS;3RJS721;SÉPIA;Petrobras;48610012913201005;2023/03;13.045,6446;0,0000;13.045,6446;377,4519;0,0000;377,4519;1.128,00800;4,5025;FPSO Carioca (MV-30);UEP;449;2023/02;SEPIA;27,4;< 270ºC;30.78%;270ºC a 458ºC;25.82%;> 458ºC;43.4%;56,4;9,03;6,222;0,836;1,601;0,281;0,341;0,259;0,016;0,003;0;0;0;0,079;1,683;23,249;2,00036;528,0935;30198,2427;09/05/2023
Rio de Janeiro;Campos;7-AB-130HP-RJS;7AB130HPRJS;ALBACORA;Petrobras;480000037039702;2023/03;2.245,5092;0,0000;2.245,5092;94,4406;0,0000;94,4406;2.922,98500;6.296,3023;PETROBRAS 25;UEP;581;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;7-AB-64HA-RJS;7AB64HARJS;ALBACORA;Petrobras;480000037039702;2023/03;1.610,9713;0,0000;1.610,9713;13,5576;0,0000;13,5576;419,61400;209,0002;PETROBRAS 31;UEP;684;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;7-AB-110HP-RJS;7AB110HPRJS;ALBACORA;Petrobras;480000037039702;2023/03;86,9992;0,0000;86,9992;2,6640;0,0000;2,6640;82,45300;191,4044;PETROBRAS 25;UEP;15;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;3-BRSA-1123-RJS;3AB125RJS;ALBACORA;Petrobras;480000037039702;2023/03;8.928,7919;0,0000;8.928,7919;315,1929;0,0000;315,1929;9.755,38200;128,3458;PETROBRAS 31;UEP;719;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;7-ABL-20HP-RJS;7ABL20HPRJS;ALBACORA;Petro Rio Jaguar;480000038959767;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;PETROBRAS 50;UEP;0;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;7-AB-55H-RJS;7AB  0055H RJS;ALBACORA;Petrobras;480000037039702;2023/03;1.223,6253;0,0000;1.223,6253;10,2253;0,0000;10,2253;316,47700;274,8803;PETROBRAS 31;UEP;688;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;7-AB-117H-RJS;7AB117HRJS;ALBACORA;Petrobras;480000037039702;2023/03;189,3610;0,0000;189,3610;5,1629;0,0000;5,1629;159,79300;418,6284;PETROBRAS 25;UEP;87;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;7-ABL-16HP-RJS;7ABL16HPRJS;ALBACORA;Petro Rio Jaguar;480000038959767;2023/03;95,2801;0,0000;95,2801;1,6160;0,0000;1,6160;50,01700;37,6411;PETROBRAS 50;UEP;403;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;7-AB-13HA-RJS;7AB  0013HARJS;ALBACORA;Petrobras;480000037039702;2023/03;1.128,4566;0,0000;1.128,4566;5,4410;0,0000;5,4410;168,40000;234,8493;PETROBRAS 31;UEP;686;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Santos;3-BRSA-839A-RJS;3RJS675A;TUPI;Petrobras;486100038862000;2023/03;17.902,3029;0,0000;17.902,3029;861,2575;0,0000;861,2575;14.419,23100;547,9041;FPSO CIDADE DE ITAGUAÍ;UEP;744;2023/02;Tupi;30,7;< 270ºC;35.2%;270ºC a 458ºC;25.7%;> 458ºC;39.1%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio de Janeiro;Santos;7-LL-113D-RJS;7LL113DRJS;TUPI;Petrobras;486100038862000;2023/03;19.853,7262;0,0000;19.853,7262;621,0636;0,0000;621,0636;10.397,88900;17,5191;Petrobras 67 (P-67);UEP;625;2023/02;Tupi;30,7;< 270ºC;35.2%;270ºC a 458ºC;25.7%;> 458ºC;39.1%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio de Janeiro;Santos;7-LL-28D-RJS;7LL28DRJS;TUPI;Petrobras;486100038862000;2023/03;20.163,1197;0,0000;20.163,1197;688,1530;0,0000;688,1530;11.521,10400;1.128,4469;FPSO CIDADE DE PARATY;UEP;685;2023/02;Tupi;30,7;< 270ºC;35.2%;270ºC a 458ºC;25.7%;> 458ºC;39.1%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio de Janeiro;Santos;7-LL-59-RJS;7LL59RJS;TUPI;Petrobras;486100038862000;2023/03;17.513,3616;0,0000;17.513,3616;783,6762;0,0000;783,6762;13.120,35900;2.343,7981;FPSO CIDADE DE SAQUAREMA;UEP;676;2023/02;Tupi;30,7;< 270ºC;35.2%;270ºC a 458ºC;25.7%;> 458ºC;39.1%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio de Janeiro;Santos;7-SLL-5-RJS;7SLL5RJS;TUPI;Petrobras;48610012913201005;2023/03;22.101,4639;0,0000;22.101,4639;1.028,1387;0,0000;1.028,1387;17.213,16700;0,0000;Petrobras 69;UEP;681;2023/02;Tupi;30,7;< 270ºC;35.2%;270ºC a 458ºC;25.7%;> 458ºC;39.1%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio de Janeiro;Campos;7-AB-59H-RJS;7AB  0059H RJS;ALBACORA;Petrobras;480000037039702;2023/03;983,1545;0,0000;983,1545;7,7223;0,0000;7,7223;239,00900;421,7023;PETROBRAS 31;UEP;692;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;7-AB-134HPA-RJS;7AB134HPARJS;ALBACORA;Petrobras;480000037039702;2023/03;302,6969;0,0000;302,6969;6,4928;0,0000;6,4928;200,95400;8,5276;PETROBRAS 50;UEP;563;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;4-RJS-330A-RJ;4RJS 0330A RJ;ALBACORA;Petrobras;480000037039702;2023/03;965,5033;0,0000;965,5033;12,4641;0,0000;12,4641;385,77100;23,1646;PETROBRAS 31;UEP;684;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;7-ABL-44HP-RJS;7ABL44HPRJS;ALBACORA;Petro Rio Jaguar;480000038959767;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;PETROBRAS 50;UEP;0;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;7-ABL-24HP-RJS;7ABL24HPRJS;ALBACORA;Petro Rio Jaguar;480000038959767;2023/03;39,5672;0,0000;39,5672;0,7158;0,0000;0,7158;22,15300;159,4347;PETROBRAS 50;UEP;347;2021/02;Albacora;27,1;< 270ºC;30.9%;270ºC a 458ºC;26.9%;> 458ºC;42.2%;73,49;11,4;6,29;0,91;1,81;0,49;0,79;1,01;0,59;0,18;0,04;0,03;0;0,06;0,78;2,13;2,01479;529,77735;40188,6028;09/05/2023
Rio de Janeiro;Campos;7-CRP-43D-RJS;7CRP 0043D RJS;CARAPEBA;Perenco Brasil;480000037119722;2023/03;376,0781;0,0000;376,0781;1,4292;0,0000;1,4292;44,30400;2.708,2704;PLATAFORMA DE CARAPEBA-II;UEP;694;2021/10;CARAPEBA;19,77;< 290ºC;19.73%;290ºC a 380ºC;15.69%;> 380ºC;64.58%;59,94;12,68;13,32;2,5;4,93;1,16;1,56;1,2;0,13;0,01;0;0;0;0,05;2,07;0,45;2,04617;533,5782;41386,5444;09/05/2023
Rio de Janeiro;Campos;7-CRP-55D-RJS;7CRP 0055D RJS;CARAPEBA;Perenco Brasil;480000037119722;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;PLATAFORMA DE CARAPEBA-III;UEP;0;2021/10;CARAPEBA;19,77;< 290ºC;19.73%;290ºC a 380ºC;15.69%;> 380ºC;64.58%;59,94;12,68;13,32;2,5;4,93;1,16;1,56;1,2;0,13;0,01;0;0;0;0,05;2,07;0,45;2,04617;533,5782;41386,5444;09/05/2023
Rio de Janeiro;Campos;7-CRP-41D-RJS;7CRP 0041D RJS;CARAPEBA;Perenco Brasil;480000037119722;2023/03;270,1145;0,0000;270,1145;1,2716;0,0000;1,2716;39,42000;3.268,0635;PLATAFORMA DE CARAPEBA-I;UEP;663;2021/10;CARAPEBA;19,77;< 290ºC;19.73%;290ºC a 380ºC;15.69%;> 380ºC;64.58%;59,94;12,68;13,32;2,5;4,93;1,16;1,56;1,2;0,13;0,01;0;0;0;0,05;2,07;0,45;2,04617;533,5782;41386,5444;09/05/2023
Espírito Santo;Espírito Santo;1-ESS-77-ESS;1ESS 0077  ES;PEROÁ;3R Petroleum Off;480000039039793;2023/03;0,0000;97,7313;97,7313;0,0000;331,1531;331,1531;10.265,74500;11,2943;Unidade de Tratamento de Gás de Cacimbas - UTGC;INSTALACAO EMB/DESEMB;734;2015/07;Peroa;53,1;< 210ºC;78.3%;210ºC a 500ºC;21.7%;> 500ºC;0%;92,26;2,26;1,04;0,3;0,39;0,17;0,13;0,05;0,1;0,02;0,13;0;0;0;1,96;1,2;2,07141;536,57976;37158,5862;09/05/2023
Espírito Santo;Espírito Santo;3-ESS-82-ESS;3ESS 0082  ES;PEROÁ;3R Petroleum Off;480000039039793;2023/03;0,0000;7,9958;7,9958;0,0000;24,3681;24,3681;755,41100;1,1096;Unidade de Tratamento de Gás de Cacimbas - UTGC;INSTALACAO EMB/DESEMB;209;2015/07;Peroa;53,1;< 210ºC;78.3%;210ºC a 500ºC;21.7%;> 500ºC;0%;92,26;2,26;1,04;0,3;0,39;0,17;0,13;0,05;0,1;0,02;0,13;0;0;0;1,96;1,2;2,07141;536,57976;37158,5862;09/05/2023
Espírito Santo;Espírito Santo;4-ESS-89A-ESS;4ESS 0089A ES;PEROÁ;3R Petroleum Off;480000039039793;2023/03;0,0000;15,8235;15,8235;0,0000;82,5427;82,5427;2.558,82500;6,1792;Unidade de Tratamento de Gás de Cacimbas - UTGC;INSTALACAO EMB/DESEMB;633;2015/07;Peroa;53,1;< 210ºC;78.3%;210ºC a 500ºC;21.7%;> 500ºC;0%;92,26;2,26;1,04;0,3;0,39;0,17;0,13;0,05;0,1;0,02;0,13;0;0;0;1,96;1,2;2,07141;536,57976;37158,5862;09/05/2023
Rio de Janeiro;Santos;7-OATP-1-RJS;7OATP1RJS;ATAPU;Petrobras;486100038862000;2023/03;9.621,7884;0,0000;9.621,7884;336,3631;0,0000;336,3631;1.066,62900;24,3410;Petrobras 70;UEP;362;2023/02;ATAPU;27,7;< 270ºC;30.3%;270ºC a 458ºC;26.6%;> 458ºC;43.1%;54,984;8,291;4,872;0,692;1,357;0,259;0,344;0,185;0,081;0,025;0,004;0,003;0;0;0,541;28,362;2,0092;529,15034;28503,4101;09/05/2023
Rio de Janeiro;Santos;1-BRSA-1146-RJS;1RJS711;ATAPU;Petrobras;48610012913201005;2023/03;5.123,0007;0,0000;5.123,0007;285,9099;0,0000;285,9099;906,63800;3,6828;Petrobras 70;UEP;334;2023/02;ATAPU;27,7;< 270ºC;30.3%;270ºC a 458ºC;26.6%;> 458ºC;43.1%;54,984;8,291;4,872;0,692;1,357;0,259;0,344;0,185;0,081;0,025;0,004;0,003;0;0;0,541;28,362;2,0092;529,15034;28503,4101;09/05/2023
Rio de Janeiro;Campos;7-MLL-56HP-RJS;7MLL56HPRJS;MARLIM LESTE;Petrobras;480000039009703;2023/03;3.661,4003;0,0000;3.661,4003;62,6410;0,0000;62,6410;1.682,40000;459,0141;FPSO CIDADE DE NITEROI;UEP;441;2015/07;Marlim Leste;24,7;< 290ºC;32.18%;290ºC a 380ºC;14.2%;> 380ºC;53.62%;68,78;10,82;9,04;1,59;3,49;0,94;1,18;1,07;0,65;0,24;0,06;0,02;0;0,04;1,31;0,77;2,04812;533,79194;40601,2732;09/05/2023
Rio de Janeiro;Campos;7-MLL-10HP-RJS;7MLL10HPRJS;MARLIM LESTE;Petrobras;480000039009703;2023/03;2.345,6191;0,0000;2.345,6191;37,6909;0,0000;37,6909;1.012,29400;3.252,5172;PETROBRAS 53;UEP;285;2015/07;Marlim Leste;24,7;< 290ºC;32.18%;290ºC a 380ºC;14.2%;> 380ºC;53.62%;68,78;10,82;9,04;1,59;3,49;0,94;1,18;1,07;0,65;0,24;0,06;0,02;0;0,04;1,31;0,77;2,04812;533,79194;40601,2732;09/05/2023
Rio de Janeiro;Campos;7-MLL-60D-RJS;7MLL60DRJS;MARLIM LESTE;Petrobras;480000039009703;2023/03;9.051,9569;0,0000;9.051,9569;210,8411;0,0000;210,8411;5.662,73300;1.770,5645;FPSO CIDADE DE NITEROI;UEP;516;2015/07;Marlim Leste;24,7;< 290ºC;32.18%;290ºC a 380ºC;14.2%;> 380ºC;53.62%;68,78;10,82;9,04;1,59;3,49;0,94;1,18;1,07;0,65;0,24;0,06;0,02;0;0,04;1,31;0,77;2,04812;533,79194;40601,2732;09/05/2023
Rio de Janeiro;Santos;7-ATP-6-RJS;7ATP6RJS;ATAPU;Petrobras;48610012913201005;2023/03;18.410,9645;0,0000;18.410,9645;633,5278;0,0000;633,5278;2.008,95700;17,3603;Petrobras 70;UEP;364;2023/02;ATAPU;27,7;< 270ºC;30.3%;270ºC a 458ºC;26.6%;> 458ºC;43.1%;54,984;8,291;4,872;0,692;1,357;0,259;0,344;0,185;0,081;0,025;0,004;0,003;0;0;0,541;28,362;2,0092;529,15034;28503,4101;09/05/2023
Rio de Janeiro;Santos;7-SRR-6D-RJS;7SRR6DRJS;SURURU;Petrobras;486100038862000A;2023/03;14.400,6363;0,0000;14.400,6363;425,2636;0,0000;425,2636;13.175,85800;102,1441;Petrobras 68;UEP;610;2023/02;BERBIGAO-SURURU;28,4;< 270ºC;32.83%;270ºC a 458ºC;26.73%;> 458ºC;40.44%;64,624;14,346;10,265;1,344;2,621;0,478;0,575;0,28;0,133;0,038;0,02;0,011;0;0;0,653;4,612;1,99875;527,89964;40310,4373;09/05/2023
Rio de Janeiro;Santos;7-SRR-2-RJS;7SRR2RJS;SURURU;Petrobras;486100038862000A;2023/03;14.649,8180;0,0000;14.649,8180;745,4390;0,0000;745,4390;23.095,78900;5,7300;Petrobras 68;UEP;584;2023/02;BERBIGAO-SURURU;28,4;< 270ºC;32.83%;270ºC a 458ºC;26.73%;> 458ºC;40.44%;64,624;14,346;10,265;1,344;2,621;0,478;0,575;0,28;0,133;0,038;0,02;0,011;0;0;0,653;4,612;1,99875;527,89964;40310,4373;09/05/2023
Rio de Janeiro;Santos;9-BRSA-1212-RJS;9RJS726;SURURU;Petrobras;486100038862000;2023/03;15.625,3933;0,0000;15.625,3933;447,4093;0,0000;447,4093;13.861,99300;44,8628;Petrobras 68;UEP;599;2023/02;BERBIGAO-SURURU;28,4;< 270ºC;32.83%;270ºC a 458ºC;26.73%;> 458ºC;40.44%;64,624;14,346;10,265;1,344;2,621;0,478;0,575;0,28;0,133;0,038;0,02;0,011;0;0;0,653;4,612;1,99875;527,89964;40310,4373;09/05/2023
Rio de Janeiro;Santos;3-BRSA-1181D-RJS;3RJS715D;SURURU;Petrobras;486100038862000;2023/03;6.237,4096;0,0000;6.237,4096;175,1161;0,0000;175,1161;5.425,58800;21,9121;Petrobras 68;UEP;547;2023/02;BERBIGAO-SURURU;28,4;< 270ºC;32.83%;270ºC a 458ºC;26.73%;> 458ºC;40.44%;64,624;14,346;10,265;1,344;2,621;0,478;0,575;0,28;0,133;0,038;0,02;0,011;0;0;0,653;4,612;1,99875;527,89964;40310,4373;09/05/2023
Rio de Janeiro;Santos;7-SRR-3D-RJS;7SRR3DRJS;SURURU;Petrobras;486100038862000A;2023/03;11.348,2385;0,0000;11.348,2385;325,1059;0,0000;325,1059;10.072,69000;0,0000;Petrobras 68;UEP;587;2023/02;BERBIGAO-SURURU;28,4;< 270ºC;32.83%;270ºC a 458ºC;26.73%;> 458ºC;40.44%;64,624;14,346;10,265;1,344;2,621;0,478;0,575;0,28;0,133;0,038;0,02;0,011;0;0;0,653;4,612;1,99875;527,89964;40310,4373;09/05/2023
Bahia;Camamu;7-MNT-1-BAS;7MNT1BAS;MANATI;Petrobras;480000035189782;2023/03;0,0000;22,2826;22,2826;0,0000;234,1825;234,1825;7.248,92000;10,4180;PLATAFORMA DE MANATI 1;UEP;506;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;88,684;3,732;0,712;0,154;0,212;0,076;0,08;0,089;0,043;0,013;0;0;0;0,012;5,759;0,434;2,03613;532,35502;36415,4805;09/05/2023
Bahia;Camamu;7-MNT-2-BAS;7MNT2BAS;MANATI;Petrobras;480000035189782;2023/03;0,0000;36,5617;36,5617;0,0000;361,9462;361,9462;11.203,73700;17,3098;PLATAFORMA DE MANATI 1;UEP;738;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;88,684;3,732;0,712;0,154;0,212;0,076;0,08;0,089;0,043;0,013;0;0;0;0,012;5,759;0,434;2,03613;532,35502;36415,4805;09/05/2023
Bahia;Camamu;7-MNT-5D-BAS;7MNT5DBAS;MANATI;Petrobras;480000035189782;2023/03;0,0000;17,3351;17,3351;0,0000;544,7382;544,7382;16.861,90500;15,8317;PLATAFORMA DE MANATI 1;UEP;744;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;88,684;3,732;0,712;0,154;0,212;0,076;0,08;0,089;0,043;0,013;0;0;0;0,012;5,759;0,434;2,03613;532,35502;36415,4805;09/05/2023
Rio de Janeiro;Campos;7-EN-39D-RJS;7EN  0039D RJS;ENCHOVA;Trident Energy;480000037199734;2023/03;276,0261;0,0000;276,0261;6,5930;0,0000;6,5930;202,60200;236,5305;PLATAFORMA DE ENCHOVA;UEP;729;;;;< ºC;%;;%;> ºC;%;76,63447;10,19854;4,96783;1,08634;1,01743;0,24933;0,18632;0,07891;0,02429;0,00356;0,00023;0;0;0;1,21774;4,33501;2,00951;529,19835;38630,3357;09/05/2023
Rio de Janeiro;Campos;7-AB-134HPA-RJS;7AB134HPARJS;ALBACORA LESTE;Petrobras;480000037039702;2023/03;9.787,2024;0,0000;9.787,2024;209,9334;0,0000;209,9334;6.477,42900;275,7282;PETROBRAS 50;UEP;563;2021/02;Albacora Leste;18,6;< 290ºC;21.67%;290ºC a 380ºC;12.99%;> 380ºC;65.34%;88,46;3,23;1,33;0,29;0,55;0,14;0,19;0,15;0,14;0,12;0,11;0,04;0;0;0,41;4,84;2,06516;535,81583;36624,9667;09/05/2023
Rio de Janeiro;Campos;7-ABL-87HP-RJS;7ABL87HPRJS;ALBACORA LESTE;Petro Rio Jaguar;480000038959767;2023/03;600,5285;0,0000;600,5285;15,8148;0,0000;15,8148;487,96100;4.076,9303;PETROBRAS 50;UEP;237;2021/02;Albacora Leste;18,6;< 290ºC;21.67%;290ºC a 380ºC;12.99%;> 380ºC;65.34%;88,46;3,23;1,33;0,29;0,55;0,14;0,19;0,15;0,14;0,12;0,11;0,04;0;0;0,41;4,84;2,06516;535,81583;36624,9667;09/05/2023
Rio de Janeiro;Campos;7-ABL-81HP-RJS;7ABL81HPRJS;ALBACORA LESTE;Petro Rio Jaguar;480000038959767;2023/03;1.313,8922;0,0000;1.313,8922;37,8055;0,0000;37,8055;1.166,47800;4.075,1993;PETROBRAS 50;UEP;300;2021/02;Albacora Leste;18,6;< 290ºC;21.67%;290ºC a 380ºC;12.99%;> 380ºC;65.34%;88,46;3,23;1,33;0,29;0,55;0,14;0,19;0,15;0,14;0,12;0,11;0,04;0;0;0,41;4,84;2,06516;535,81583;36624,9667;09/05/2023
Rio de Janeiro;Campos;7-ABL-24HP-RJS;7ABL24HPRJS;ALBACORA LESTE;Petro Rio Jaguar;480000038959767;2023/03;1.279,3366;0,0000;1.279,3366;23,1444;0,0000;23,1444;714,11100;5.155,0242;PETROBRAS 50;UEP;347;2021/02;Albacora Leste;18,6;< 290ºC;21.67%;290ºC a 380ºC;12.99%;> 380ºC;65.34%;88,46;3,23;1,33;0,29;0,55;0,14;0,19;0,15;0,14;0,12;0,11;0,04;0;0;0,41;4,84;2,06516;535,81583;36624,9667;09/05/2023
Rio de Janeiro;Campos;7-ABL-44HP-RJS;7ABL44HPRJS;ALBACORA LESTE;Petro Rio Jaguar;480000038959767;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;PETROBRAS 50;UEP;0;2021/02;Albacora Leste;18,6;< 290ºC;21.67%;290ºC a 380ºC;12.99%;> 380ºC;65.34%;88,46;3,23;1,33;0,29;0,55;0,14;0,19;0,15;0,14;0,12;0,11;0,04;0;0;0,41;4,84;2,06516;535,81583;36624,9667;09/05/2023
Rio de Janeiro;Campos;7-ABL-20HP-RJS;7ABL20HPRJS;ALBACORA LESTE;Petro Rio Jaguar;480000038959767;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;PETROBRAS 50;UEP;0;2021/02;Albacora Leste;18,6;< 290ºC;21.67%;290ºC a 380ºC;12.99%;> 380ºC;65.34%;88,46;3,23;1,33;0,29;0,55;0,14;0,19;0,15;0,14;0,12;0,11;0,04;0;0;0,41;4,84;2,06516;535,81583;36624,9667;09/05/2023
